date,time,target,temp_pred,weather_pred
2023-04-22,7,368.543,9.0,ясно
2023-04-22,8,402.907,9.0,ясно
2023-04-22,9,442.25,13.0,ясно
2023-04-22,10,471.631,13.0,ясно
2023-04-22,11,478.411,13.0,ясно
2023-04-22,12,475.841,16.0,ясно
2023-04-22,13,469.711,16.0,ясно
2023-04-22,14,464.585,16.0,ясно
2023-04-22,15,459.344,13.0,ясно
2023-04-22,16,451.996,13.0,ясно
2023-04-22,17,449.252,13.0,ясно
2023-04-22,18,449.976,8.0,ясно
2023-04-22,19,448.676,8.0,ясно
2023-04-22,20,453.024,8.0,ясно
2023-04-22,21,486.692,6.0,ясно
2023-04-22,22,485.735,6.0,ясно
2023-04-22,23,457.287,6.0,ясно
2023-04-23,0,419.558,6.0,ясно
2023-04-23,1,383.35,6.0,ясно
2023-04-23,2,359.773,6.0,ясно
2023-04-23,3,348.37,7.0,ясно
2023-04-23,4,342.503,7.0,ясно
2023-04-23,5,337.61,7.0,ясно
2023-04-23,6,328.743,14.0,ясно
2023-04-23,7,342.63,14.0,ясно
2023-04-23,8,368.492,14.0,ясно
2023-04-23,9,413.182,19.0,"ясно, ветерок"
2023-04-23,10,444.796,19.0,"ясно, ветерок"
2023-04-23,11,455.952,19.0,"ясно, ветерок"
2023-04-23,12,452.622,21.0,"ясно, ветерок"
2023-04-23,13,445.795,21.0,"ясно, ветерок"
2023-04-23,14,440.643,21.0,"ясно, ветерок"
2023-04-23,15,436.022,19.0,"ясно, ветерок"
2023-04-23,16,432.914,19.0,"ясно, ветерок"
2023-04-23,17,431.93,19.0,"ясно, ветерок"
2023-04-23,18,433.146,14.0,"ясно, ветерок"
2023-04-23,19,438.142,14.0,"ясно, ветерок"
2023-04-23,20,444.83,14.0,"ясно, ветерок"
2023-04-23,21,475.679,12.0,ясно
2023-04-23,22,476.046,12.0,ясно
2023-04-23,23,442.505,12.0,ясно
2023-04-24,0,397.416,11.0,"п/обл, 70%"
2023-04-24,1,360.666,11.0,"п/обл, 70%"
2023-04-24,2,341.151,11.0,"п/обл, 70%"
2023-04-24,3,333.066,11.0,"п/обл, 54%"
2023-04-24,4,329.435,11.0,"п/обл, 54%"
2023-04-24,5,328.63,11.0,"п/обл, 54%"
2023-04-24,6,330.709,13.0,"обл с пр, 11%"
2023-04-24,7,371.254,13.0,"обл с пр, 11%"
2023-04-24,8,417.293,13.0,"обл с пр, 11%"
2023-04-24,9,454.7,17.0,"обл с пр, 11%"
2023-04-24,10,480.696,17.0,"обл с пр, 11%"
2023-04-24,11,487.484,17.0,"обл с пр, 11%"
2023-04-24,12,485.816,18.0,"пасм, 68% гроза, ветер"
2023-04-24,13,486.191,18.0,"пасм, 68% гроза, ветер"
2023-04-24,14,488.607,18.0,"пасм, 68% гроза, ветер"
2023-04-24,15,486.397,17.0,"пасм, 14% гроза, ветер"
2023-04-24,16,485.631,17.0,"пасм, 14% гроза, ветер"
2023-04-24,17,492.482,17.0,"пасм, 14% гроза, ветер"
2023-04-24,18,486.811,13.0,"обл с пр, 68%"
2023-04-24,19,485.378,13.0,"обл с пр, 68%"
2023-04-24,20,479.177,13.0,"обл с пр, 68%"
2023-04-24,21,491.726,11.0,"обл с пр, 68%"
2023-04-24,22,476.887,11.0,"обл с пр, 68%"
2023-04-24,23,450.348,11.0,"обл с пр, 68%"
2023-04-25,0,404.417,9.0,"пасм, 80% дождь, ветерок"
2023-04-25,1,371.727,9.0,"пасм, 80% дождь, ветерок"
2023-04-25,2,352.181,9.0,"пасм, 80% дождь, ветерок"
2023-04-25,3,343.063,9.0,"пасм, 83% дождь, ветерок"
2023-04-25,4,340.211,9.0,"пасм, 83% дождь, ветерок"
2023-04-25,5,340.176,9.0,"пасм, 83% дождь, ветерок"
2023-04-25,6,341.638,10.0,"пасм, 85% дождь, ветерок"
2023-04-25,7,380.338,10.0,"пасм, 85% дождь, ветерок"
2023-04-25,8,423.731,10.0,"пасм, 85% дождь, ветерок"
2023-04-25,9,463.046,9.0,"пасм, 73% дождь, ветерок"
2023-04-25,10,491.634,9.0,"пасм, 73% дождь, ветерок"
2023-04-25,11,502.532,9.0,"пасм, 73% дождь, ветерок"
2023-04-25,12,510.044,9.0,"пасм, 62% дождь, ветерок"
2023-04-25,13,518.519,9.0,"пасм, 62% дождь, ветерок"
2023-04-25,14,520.926,9.0,"пасм, 62% дождь, ветерок"
2023-04-25,15,520.871,8.0,обл с пр
2023-04-25,16,516.355,8.0,обл с пр
2023-04-25,17,513.271,8.0,обл с пр
2023-04-25,18,504.284,6.0,обл с пр
2023-04-25,19,501.981,6.0,обл с пр
2023-04-25,20,502.543,6.0,обл с пр
2023-04-25,21,510.301,4.0,обл с пр
2023-04-25,22,497.423,4.0,обл с пр
2023-04-25,23,466.574,4.0,обл с пр
2023-04-26,0,425.727,6.0,"обл с пр, 21%, ветер"
2023-04-26,1,388.947,6.0,"обл с пр, 21%, ветер"
2023-04-26,2,367.93,6.0,"обл с пр, 21%, ветер"
2023-04-26,3,360.084,5.0,"ясно, ветер"
2023-04-26,4,354.684,5.0,"ясно, ветер"
2023-04-26,5,354.127,5.0,"ясно, ветер"
2023-04-26,6,357.138,7.0,"пасмурно, ветер"
2023-04-26,7,398.87,7.0,"пасмурно, ветер"
2023-04-26,8,446.052,7.0,"пасмурно, ветер"
2023-04-26,9,485.131,8.0,"обл с пр, ветер"
2023-04-26,10,518.624,8.0,"обл с пр, ветер"
2023-04-26,11,524.81,8.0,"обл с пр, ветер"
2023-04-26,12,522.421,9.0,"обл с пр, ветер"
2023-04-26,13,519.574,9.0,"обл с пр, ветер"
2023-04-26,14,520.832,9.0,"обл с пр, ветер"
2023-04-26,15,520.837,8.0,"ясно, ветер"
2023-04-26,16,519.281,8.0,"ясно, ветер"
2023-04-26,17,516.531,8.0,"ясно, ветер"
2023-04-26,18,503.701,6.0,"ясно, ветер"
2023-04-26,19,504.986,6.0,"ясно, ветер"
2023-04-26,20,503.365,6.0,"ясно, ветер"
2023-04-26,21,517.822,5.0,ясно
2023-04-26,22,512.436,5.0,ясно
2023-04-26,23,485.716,5.0,ясно
2023-04-27,0,441.929,5.0,"ясно, ветерок"
2023-04-27,1,404.492,5.0,"ясно, ветерок"
2023-04-27,2,383.696,5.0,"ясно, ветерок"
2023-04-27,3,373.658,5.0,"ясно, ветерок"
2023-04-27,4,368.715,5.0,"ясно, ветерок"
2023-04-27,5,368.07,5.0,"ясно, ветерок"
2023-04-27,6,372.689,7.0,"пасм, 19% дождь, ветер"
2023-04-27,7,412.748,7.0,"пасм, 19% дождь, ветер"
2023-04-27,8,455.054,7.0,"пасм, 19% дождь, ветер"
2023-04-27,9,491.82,9.0,"пасм, 35% дождь, ветер"
2023-04-27,10,519.695,9.0,"пасм, 35% дождь, ветер"
2023-04-27,11,527.779,9.0,"пасм, 35% дождь, ветер"
2023-04-27,12,526.344,10.0,"пасм, 24% дождь, ветер"
2023-04-27,13,526.5,10.0,"пасм, 24% дождь, ветер"
2023-04-27,14,526.842,10.0,"пасм, 24% дождь, ветер"
2023-04-27,15,525.408,8.0,"обл с пр, ветер"
2023-04-27,16,522.755,8.0,"обл с пр, ветер"
2023-04-27,17,515.074,8.0,"обл с пр, ветер"
2023-04-27,18,504.952,5.0,"обл с пр, ветер"
2023-04-27,19,507.452,5.0,"обл с пр, ветер"
2023-04-27,20,510.379,5.0,"обл с пр, ветер"
2023-04-27,21,527.492,4.0,"ясно, штиль"
2023-04-27,22,527.842,4.0,"ясно, штиль"
2023-04-27,23,500.484,4.0,"ясно, штиль"
2023-04-28,0,453.822,4.0,ясно
2023-04-28,1,416.99,4.0,ясно
2023-04-28,2,393.883,4.0,ясно
2023-04-28,3,383.257,4.0,ясно
2023-04-28,4,379.256,4.0,ясно
2023-04-28,5,376.006,4.0,ясно
2023-04-28,6,379.258,8.0,"ясно, 11% дождь"
2023-04-28,7,420.477,8.0,"ясно, 11% дождь"
2023-04-28,8,460.802,8.0,"ясно, 11% дождь"
2023-04-28,9,495.32,11.0,"обл с пр, ветерок"
2023-04-28,10,519.826,11.0,"обл с пр, ветерок"
2023-04-28,11,520.754,11.0,"обл с пр, ветерок"
2023-04-28,12,517.906,12.0,"обл с пр, ветерок"
2023-04-28,13,518.039,12.0,"обл с пр, ветерок"
2023-04-28,14,517.552,12.0,"обл с пр, ветерок"
2023-04-28,15,514.566,11.0,"обл с пр, ветерок"
2023-04-28,16,505.854,11.0,"обл с пр, ветерок"
2023-04-28,17,495.428,11.0,"обл с пр, ветерок"
2023-04-28,18,488.251,6.0,обл с пр
2023-04-28,19,489.794,6.0,обл с пр
2023-04-28,20,492.439,6.0,обл с пр
2023-04-28,21,511.109,4.0,облачно
2023-04-28,22,515.715,4.0,облачно
2023-04-28,23,494.436,4.0,облачно
2023-04-29,0,453.353,3.0,обл с пр
2023-04-29,1,415.801,3.0,обл с пр
2023-04-29,2,393.682,3.0,обл с пр
2023-04-29,3,382.295,4.0,обл с пр
2023-04-29,4,375.098,4.0,обл с пр
2023-04-29,5,368.237,4.0,обл с пр
2023-04-29,6,362.546,9.0,"обл, неб.ветер"
2023-04-29,7,383.436,9.0,"обл, неб.ветер"
2023-04-29,8,416.856,9.0,"обл, неб.ветер"
2023-04-29,9,460.136,13.0,"обл, неб.ветер"
2023-04-29,10,490.379,13.0,"обл, неб.ветер"
2023-04-29,11,497.462,13.0,"обл, неб.ветер"
2023-04-29,12,489.112,13.0,"обл, неб.ветер"
2023-04-29,13,480.943,13.0,"обл, неб.ветер"
2023-04-29,14,475.901,13.0,"обл, неб.ветер"
2023-04-29,15,472.05,13.0,"обл, неб.ветер"
2023-04-29,16,468.285,13.0,"обл, неб.ветер"
2023-04-29,17,470.054,13.0,"обл, неб.ветер"
2023-04-29,18,475.603,10.0,"обл, неб.ветер"
2023-04-29,19,485.597,10.0,"обл, неб.ветер"
2023-04-29,20,490.454,10.0,"обл, неб.ветер"
2023-04-29,21,507.81,8.0,облачно
2023-04-29,22,498.831,8.0,облачно
2023-04-29,23,471.099,8.0,облачно
2023-04-30,0,434.995,7.0,"пасм, 71%, ветерок"
2023-04-30,1,402.133,7.0,"пасм, 71%, ветерок"
2023-04-30,2,379.063,7.0,"пасм, 71%, ветерок"
2023-04-30,3,364.924,6.0,"пасм, 23%, ветерок"
2023-04-30,4,359.245,6.0,"пасм, 23%, ветерок"
2023-04-30,5,353.229,6.0,"пасм, 23%, ветерок"
2023-04-30,6,346.769,9.0,"ясно, ветерок"
2023-04-30,7,364.984,9.0,"ясно, ветерок"
2023-04-30,8,391.168,9.0,"ясно, ветерок"
2023-04-30,9,431.756,11.0,"ясно, ветерок"
2023-04-30,10,460.42,11.0,"ясно, ветерок"
2023-04-30,11,471.718,11.0,"ясно, ветерок"
2023-04-30,12,469.844,11.0,"ясно, ветерок"
2023-04-30,13,465.593,11.0,"ясно, ветерок"
2023-04-30,14,460.58,11.0,"ясно, ветерок"
2023-04-30,15,458.118,9.0,"ясно, ветерок"
2023-04-30,16,454.818,9.0,"ясно, ветерок"
2023-04-30,17,457.129,9.0,"ясно, ветерок"
2023-04-30,18,458.459,5.0,"ясно, ветерок"
2023-04-30,19,461.894,5.0,"ясно, ветерок"
2023-04-30,20,470.113,5.0,"ясно, ветерок"
2023-04-30,21,496.068,3.0,"ясно, ветерок"
2023-04-30,22,502.607,3.0,"ясно, ветерок"
2023-04-30,23,474.596,3.0,"ясно, ветерок"
2023-05-01,0,434.42,3.0,ясно
2023-05-01,1,399.976,3.0,ясно
2023-05-01,2,377.613,3.0,ясно
2023-05-01,3,365.732,3.0,пасм
2023-05-01,4,359.303,3.0,пасм
2023-05-01,5,352.6,3.0,пасм
2023-05-01,6,348.674,9.0,"обл с пр, ветерок"
2023-05-01,7,366.716,9.0,"обл с пр, ветерок"
2023-05-01,8,394.381,9.0,"обл с пр, ветерок"
2023-05-01,9,433.657,12.0,"ясно, ветерок"
2023-05-01,10,462.549,12.0,"ясно, ветерок"
2023-05-01,11,474.724,12.0,"ясно, ветерок"
2023-05-01,12,473.689,12.0,"ясно, ветерок"
2023-05-01,13,466.274,12.0,"ясно, ветерок"
2023-05-01,14,459.708,12.0,"ясно, ветерок"
2023-05-01,15,451.405,11.0,"ясно, ветерок"
2023-05-01,16,446.268,11.0,"ясно, ветерок"
2023-05-01,17,443.677,11.0,"ясно, ветерок"
2023-05-01,18,444.432,6.0,ясно
2023-05-01,19,451.997,6.0,ясно
2023-05-01,20,459.542,6.0,ясно
2023-05-01,21,490.776,4.0,пасмурно
2023-05-01,22,501.113,4.0,пасмурно
2023-05-01,23,465.862,4.0,пасмурно
2023-05-02,0,420.428,4.0,"пасм, 12%"
2023-05-02,1,383.285,4.0,"пасм, 12%"
2023-05-02,2,360.841,4.0,"пасм, 12%"
2023-05-02,3,350.368,6.0,"пасм, 24%"
2023-05-02,4,345.539,6.0,"пасм, 24%"
2023-05-02,5,340.797,6.0,"пасм, 24%"
2023-05-02,6,346.134,12.0,пасм
2023-05-02,7,386.68,12.0,пасм
2023-05-02,8,435.565,12.0,пасм
2023-05-02,9,482.888,17.0,пасм
2023-05-02,10,511.847,17.0,пасм
2023-05-02,11,520.717,17.0,пасм
2023-05-02,12,523.605,17.0,"пасм, 47% дождь, ветерок"
2023-05-02,13,512.06,17.0,"пасм, 47% дождь, ветерок"
2023-05-02,14,504.662,17.0,"пасм, 47% дождь, ветерок"
2023-05-02,15,502.788,15.0,"пасм, 70% дождь, ветерок"
2023-05-02,16,506.126,15.0,"пасм, 70% дождь, ветерок"
2023-05-02,17,509.87,15.0,"пасм, 70% дождь, ветерок"
2023-05-02,18,499.984,9.0,"пасм, 16% дождь, ветерок"
2023-05-02,19,499.65,9.0,"пасм, 16% дождь, ветерок"
2023-05-02,20,499.324,9.0,"пасм, 16% дождь, ветерок"
2023-05-02,21,520.806,7.0,"пасм, 44% дождь, ветерок"
2023-05-02,22,520.179,7.0,"пасм, 44% дождь, ветерок"
2023-05-02,23,495.079,7.0,"пасм, 44% дождь, ветерок"
2023-05-03,0,448.096,6.0,"пасм, 67% ливень, ветер"
2023-05-03,1,409.998,6.0,"пасм, 67% ливень, ветер"
2023-05-03,2,388.364,6.0,"пасм, 67% ливень, ветер"
2023-05-03,3,381.186,6.0,"пасм, 60% ливень, ветер"
2023-05-03,4,375.713,6.0,"пасм, 60% ливень, ветер"
2023-05-03,5,371.086,6.0,"пасм, 60% ливень, ветер"
2023-05-03,6,377.47,9.0,"пасм, 70% ливень, ветер"
2023-05-03,7,414.331,9.0,"пасм, 70% ливень, ветер"
2023-05-03,8,453.966,9.0,"пасм, 70% ливень, ветер"
2023-05-03,9,493.664,10.0,"п/обл, 51%, ветер"
2023-05-03,10,509.391,10.0,"п/обл, 51%, ветер"
2023-05-03,11,511.691,10.0,"п/обл, 51%, ветер"
2023-05-03,12,506.262,11.0,"п/обл, ветер"
2023-05-03,13,498.207,11.0,"п/обл, ветер"
2023-05-03,14,497.152,11.0,"п/обл, ветер"
2023-05-03,15,495.586,8.0,"п/обл, ветер"
2023-05-03,16,493.117,8.0,"п/обл, ветер"
2023-05-03,17,493.979,8.0,"п/обл, ветер"
2023-05-03,18,482.995,6.0,"п/обл, ветер"
2023-05-03,19,484.771,6.0,"п/обл, ветер"
2023-05-03,20,492.918,6.0,"п/обл, ветер"
2023-05-03,21,518.02,4.0,"п/обл, ветер"
2023-05-03,22,521.22,4.0,"п/обл, ветер"
2023-05-03,23,495.595,4.0,"п/обл, ветер"
2023-05-04,0,449.313,1.0,ясно
2023-05-04,1,409.8,1.0,ясно
2023-05-04,2,387.471,1.0,ясно
2023-05-04,3,378.384,2.0,ясно
2023-05-04,4,375.238,2.0,ясно
2023-05-04,5,369.238,2.0,ясно
2023-05-04,6,375.822,8.0,ясно
2023-05-04,7,414.296,8.0,ясно
2023-05-04,8,454.898,8.0,ясно
2023-05-04,9,493.673,12.0,ясно
2023-05-04,10,510.129,12.0,ясно
2023-05-04,11,514.85,12.0,ясно
2023-05-04,12,507.869,12.0,обл с пр
2023-05-04,13,499.63,12.0,обл с пр
2023-05-04,14,494.765,12.0,обл с пр
2023-05-04,15,493.61,9.0,обл с пр
2023-05-04,16,489.132,9.0,обл с пр
2023-05-04,17,492.317,9.0,обл с пр
2023-05-04,18,483.012,6.0,п/обл
2023-05-04,19,486.483,6.0,п/обл
2023-05-04,20,494.66,6.0,п/обл
2023-05-04,21,519.375,4.0,п/обл
2023-05-04,22,516.542,4.0,п/обл
2023-05-04,23,492.004,4.0,п/обл
2023-05-05,0,445.846,3.0,ясно
2023-05-05,1,406.373,3.0,ясно
2023-05-05,2,383.248,3.0,ясно
2023-05-05,3,372.143,2.0,ясно
2023-05-05,4,367.89,2.0,ясно
2023-05-05,5,360.832,2.0,ясно
2023-05-05,6,367.661,6.0,"ясно, ветерок"
2023-05-05,7,406.991,6.0,"ясно, ветерок"
2023-05-05,8,452.853,6.0,"ясно, ветерок"
2023-05-05,9,495.202,8.0,"ясно, ветерок"
2023-05-05,10,512.668,8.0,"ясно, ветерок"
2023-05-05,11,517.078,8.0,"ясно, ветерок"
2023-05-05,12,511.984,9.0,"ясно, ветерок"
2023-05-05,13,501.687,9.0,"ясно, ветерок"
2023-05-05,14,498.086,9.0,"ясно, ветерок"
2023-05-05,15,495.233,7.0,"ясно, ветерок"
2023-05-05,16,488.051,7.0,"ясно, ветерок"
2023-05-05,17,488.52,7.0,"ясно, ветерок"
2023-05-05,18,482.257,4.0,"ясно, ветерок"
2023-05-05,19,488.083,4.0,"ясно, ветерок"
2023-05-05,20,492.733,4.0,"ясно, ветерок"
2023-05-05,21,512.997,3.0,ясно
2023-05-05,22,516.487,3.0,ясно
2023-05-05,23,493.245,3.0,ясно
2023-05-06,0,448.177,1.0,ясно
2023-05-06,1,409.495,1.0,ясно
2023-05-06,2,386.895,1.0,ясно
2023-05-06,3,376.622,1.0,ясно
2023-05-06,4,370.983,1.0,ясно
2023-05-06,5,361.576,1.0,ясно
2023-05-06,6,357.957,7.0,ясно
2023-05-06,7,380.086,7.0,ясно
2023-05-06,8,412.442,7.0,ясно
2023-05-06,9,454.911,11.0,"ясно, неб.ветерок"
2023-05-06,10,484.78,11.0,"ясно, неб.ветерок"
2023-05-06,11,495.507,11.0,"ясно, неб.ветерок"
2023-05-06,12,495.065,12.0,"ясно, неб.ветерок"
2023-05-06,13,487.01,12.0,"ясно, неб.ветерок"
2023-05-06,14,481.229,12.0,"ясно, неб.ветерок"
2023-05-06,15,475.812,12.0,"ясно, неб.ветерок"
2023-05-06,16,469.969,12.0,"ясно, неб.ветерок"
2023-05-06,17,466.944,12.0,"ясно, неб.ветерок"
2023-05-06,18,465.51,8.0,"ясно, неб.ветерок"
2023-05-06,19,468.302,8.0,"ясно, неб.ветерок"
2023-05-06,20,470.558,8.0,"ясно, неб.ветерок"
2023-05-06,21,488.777,5.0,ясно
2023-05-06,22,506.404,5.0,ясно
2023-05-06,23,478.061,5.0,ясно
2023-05-07,0,439.378,3.0,обл с пр
2023-05-07,1,403.027,3.0,обл с пр
2023-05-07,2,378.483,3.0,обл с пр
2023-05-07,3,367.845,3.0,обл с пр
2023-05-07,4,361.719,3.0,обл с пр
2023-05-07,5,350.35,3.0,обл с пр
2023-05-07,6,347.271,9.0,обл с пр
2023-05-07,7,364.299,9.0,обл с пр
2023-05-07,8,389.347,9.0,обл с пр
2023-05-07,9,427.01,13.0,"обл с пр, ветерок"
2023-05-07,10,456.214,13.0,"обл с пр, ветерок"
2023-05-07,11,467.589,13.0,"обл с пр, ветерок"
2023-05-07,12,463.498,14.0,"обл с пр, ветерок"
2023-05-07,13,456.613,14.0,"обл с пр, ветерок"
2023-05-07,14,448.705,14.0,"обл с пр, ветерок"
2023-05-07,15,442.899,13.0,"обл с пр, ветерок"
2023-05-07,16,441.401,13.0,"обл с пр, ветерок"
2023-05-07,17,439.91,13.0,"обл с пр, ветерок"
2023-05-07,18,440.702,8.0,"ясно, ветерок"
2023-05-07,19,445.339,8.0,"ясно, ветерок"
2023-05-07,20,453.635,8.0,"ясно, ветерок"
2023-05-07,21,478.442,5.0,ясно
2023-05-07,22,496.931,5.0,ясно
2023-05-07,23,472.624,5.0,ясно
2023-05-08,0,432.267,3.0,ясно
2023-05-08,1,394.242,3.0,ясно
2023-05-08,2,369.972,3.0,ясно
2023-05-08,3,359.787,3.0,ясно
2023-05-08,4,354.569,3.0,ясно
2023-05-08,5,341.879,3.0,ясно
2023-05-08,6,341.132,11.0,ясно
2023-05-08,7,360.278,11.0,ясно
2023-05-08,8,388.143,11.0,ясно
2023-05-08,9,428.483,16.0,"п/обл, ветерок"
2023-05-08,10,458.386,16.0,"п/обл, ветерок"
2023-05-08,11,471.408,16.0,"п/обл, ветерок"
2023-05-08,12,466.671,16.0,"п/обл, ветерок"
2023-05-08,13,456.958,16.0,"п/обл, ветерок"
2023-05-08,14,452.509,16.0,"п/обл, ветерок"
2023-05-08,15,445.513,15.0,"п/обл, ветерок"
2023-05-08,16,438.979,15.0,"п/обл, ветерок"
2023-05-08,17,435.715,15.0,"п/обл, ветерок"
2023-05-08,18,434.153,9.0,"ясно, ветерок"
2023-05-08,19,439.495,9.0,"ясно, ветерок"
2023-05-08,20,443.992,9.0,"ясно, ветерок"
2023-05-08,21,464.101,7.0,"ясно, ветерок"
2023-05-08,22,484.027,7.0,"ясно, ветерок"
2023-05-08,23,460.744,7.0,"ясно, ветерок"
2023-05-09,0,419.84,5.0,ясно
2023-05-09,1,384.214,5.0,ясно
2023-05-09,2,359.625,5.0,ясно
2023-05-09,3,346.468,6.0,ясно
2023-05-09,4,339.81,6.0,ясно
2023-05-09,5,328.502,6.0,ясно
2023-05-09,6,326.122,13.0,ясно
2023-05-09,7,343.844,13.0,ясно
2023-05-09,8,370.39,13.0,ясно
2023-05-09,9,406.689,17.0,"п/обл, ветерок"
2023-05-09,10,431.605,17.0,"п/обл, ветерок"
2023-05-09,11,441.426,17.0,"п/обл, ветерок"
2023-05-09,12,437.228,18.0,"п/обл, ветерок"
2023-05-09,13,428.178,18.0,"п/обл, ветерок"
2023-05-09,14,421.129,18.0,"п/обл, ветерок"
2023-05-09,15,411.713,17.0,"п/обл, ветерок"
2023-05-09,16,405.149,17.0,"п/обл, ветерок"
2023-05-09,17,404.26,17.0,"п/обл, ветерок"
2023-05-09,18,405.591,12.0,"ясно, ветерок"
2023-05-09,19,413.142,12.0,"ясно, ветерок"
2023-05-09,20,421.222,12.0,"ясно, ветерок"
2023-05-09,21,443.844,9.0,"ясно, ветерок"
2023-05-09,22,462.917,9.0,"ясно, ветерок"
2023-05-09,23,436.174,9.0,"ясно, ветерок"
2023-05-10,0,396.776,7.0,"ясно, 24%"
2023-05-10,1,360.483,7.0,"ясно, 24%"
2023-05-10,2,339.753,7.0,"ясно, 24%"
2023-05-10,3,328.943,7.0,"ясно, 19%"
2023-05-10,4,323.922,7.0,"ясно, 19%"
2023-05-10,5,313.578,7.0,"ясно, 19%"
2023-05-10,6,322.889,13.0,ясно
2023-05-10,7,362.003,13.0,ясно
2023-05-10,8,407.147,13.0,ясно
2023-05-10,9,450.697,17.0,"ясно, ветер"
2023-05-10,10,470.924,17.0,"ясно, ветер"
2023-05-10,11,478.878,17.0,"ясно, ветер"
2023-05-10,12,476.994,18.0,"п/обл, ветер"
2023-05-10,13,468.805,18.0,"п/обл, ветер"
2023-05-10,14,465.955,18.0,"п/обл, ветер"
2023-05-10,15,462.125,17.0,"ясно, ветер"
2023-05-10,16,457.449,17.0,"ясно, ветер"
2023-05-10,17,458.044,17.0,"ясно, ветер"
2023-05-10,18,448.641,13.0,"ясно, ветер, 21%"
2023-05-10,19,449.285,13.0,"ясно, ветер, 21%"
2023-05-10,20,448.826,13.0,"ясно, ветер, 21%"
2023-05-10,21,460.343,10.0,"ясно, ветер, 23%"
2023-05-10,22,467.016,10.0,"ясно, ветер, 23%"
2023-05-10,23,448.361,10.0,"ясно, ветер, 23%"
2023-05-11,0,402.004,8.0,"ясно, 33%"
2023-05-11,1,362.051,8.0,"ясно, 33%"
2023-05-11,2,341.092,8.0,"ясно, 33%"
2023-05-11,3,330.777,8.0,"ясно, 40%"
2023-05-11,4,326.619,8.0,"ясно, 40%"
2023-05-11,5,315.085,8.0,"ясно, 40%"
2023-05-11,6,324.296,14.0,"ясно, ветер"
2023-05-11,7,365.224,14.0,"ясно, ветер"
2023-05-11,8,410.812,14.0,"ясно, ветер"
2023-05-11,9,450.414,17.0,"ясно, ветер"
2023-05-11,10,467.895,17.0,"ясно, ветер"
2023-05-11,11,470.906,17.0,"ясно, ветер"
2023-05-11,12,464.602,18.0,"ясно, ветер"
2023-05-11,13,458.02,18.0,"ясно, ветер"
2023-05-11,14,457.007,18.0,"ясно, ветер"
2023-05-11,15,456.767,18.0,"п/обл, ветер, 21%"
2023-05-11,16,453.109,18.0,"п/обл, ветер, 21%"
2023-05-11,17,453.382,18.0,"п/обл, ветер, 21%"
2023-05-11,18,444.3,13.0,"ясно, 18%"
2023-05-11,19,440.141,13.0,"ясно, 18%"
2023-05-11,20,440.2,13.0,"ясно, 18%"
2023-05-11,21,449.544,11.0,"п/обл, 18%"
2023-05-11,22,459.3,11.0,"п/обл, 18%"
2023-05-11,23,435.583,11.0,"п/обл, 18%"
2023-05-12,0,390.571,8.0,ясно
2023-05-12,1,354.027,8.0,ясно
2023-05-12,2,332.954,8.0,ясно
2023-05-12,3,324.041,6.0,ясно
2023-05-12,4,318.461,6.0,ясно
2023-05-12,5,305.738,6.0,ясно
2023-05-12,6,314.397,11.0,ясно
2023-05-12,7,355.905,11.0,ясно
2023-05-12,8,401.352,11.0,ясно
2023-05-12,9,443.31,18.0,"ясно, ветерок"
2023-05-12,10,458.64,18.0,"ясно, ветерок"
2023-05-12,11,463.488,18.0,"ясно, ветерок"
2023-05-12,12,461.109,21.0,"п/обл, ветерок"
2023-05-12,13,453.915,21.0,"п/обл, ветерок"
2023-05-12,14,451.641,21.0,"п/обл, ветерок"
2023-05-12,15,448.846,21.0,"п/обл, ветерок"
2023-05-12,16,444.046,21.0,"п/обл, ветерок"
2023-05-12,17,445.433,21.0,"п/обл, ветерок"
2023-05-12,18,437.288,18.0,"п/обл, ветерок"
2023-05-12,19,434.154,18.0,"п/обл, ветерок"
2023-05-12,20,430.71,18.0,"п/обл, ветерок"
2023-05-12,21,438.262,12.0,"ясно, ветерок"
2023-05-12,22,453.356,12.0,"ясно, ветерок"
2023-05-12,23,432.654,12.0,"ясно, ветерок"
2023-05-13,0,392.734,8.0,п/обл
2023-05-13,1,355.249,8.0,п/обл
2023-05-13,2,330.643,8.0,п/обл
2023-05-13,3,317.887,9.0,ясно
2023-05-13,4,310.506,9.0,ясно
2023-05-13,5,297.033,9.0,ясно
2023-05-13,6,297.414,17.0,п/обл
2023-05-13,7,320.546,17.0,п/обл
2023-05-13,8,355.414,17.0,п/обл
2023-05-13,9,400.653,22.0,ясно
2023-05-13,10,430.75,22.0,ясно
2023-05-13,11,444.287,22.0,ясно
2023-05-13,12,444.952,22.0,обл с пр
2023-05-13,13,438.728,22.0,обл с пр
2023-05-13,14,433.625,22.0,обл с пр
2023-05-13,15,429.788,19.0,обл с пр
2023-05-13,16,426.674,19.0,обл с пр
2023-05-13,17,421.863,19.0,обл с пр
2023-05-13,18,421.301,14.0,обл с пр
2023-05-13,19,421.999,14.0,обл с пр
2023-05-13,20,419.261,14.0,обл с пр
2023-05-13,21,426.845,12.0,обл с пр
2023-05-13,22,443.541,12.0,обл с пр
2023-05-13,23,416.213,12.0,обл с пр
2023-05-14,0,378.335,10.0,обл с пр
2023-05-14,1,344.441,10.0,обл с пр
2023-05-14,2,321.967,10.0,обл с пр
2023-05-14,3,310.473,11.0,обл с пр
